,id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
7020,7020,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,3,6,5
7021,7021,0.7,Premium,G,VS1,62.6,55.0,5.73,5.64,3.56,1,3,4
7022,7022,1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,4,2,3
7023,7023,0.31,Premium,F,VS2,61.5,56.0,4.41,4.34,2.69,1,4,3
7024,7024,0.34,Ideal,G,IF,61.9,54.0,4.46,4.49,2.77,4,3,7
7025,7025,0.8,Ideal,E,SI1,61.7,56.0,5.99,6.04,3.71,4,6,2
7026,7026,1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,1,2,3
7027,7027,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,1,2,0
7028,7028,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,3,4,0
7029,7029,0.51,Good,D,VS2,63.7,57.0,5.05,5.0,3.2,2,5,3
7030,7030,1.01,Very Good,E,VS2,60.6,59.0,6.43,6.47,3.91,3,6,3
7031,7031,0.7,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54,3,1,2
7032,7032,0.24,Very Good,D,VVS2,62.9,58.0,3.96,3.99,2.5,3,5,5
7033,7033,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3,2,0
7034,7034,0.32,Premium,D,VS2,61.7,59.0,4.38,4.43,2.72,1,5,3
7035,7035,0.33,Ideal,G,VS2,62.6,56.0,4.41,4.38,2.75,4,3,3
7036,7036,0.51,Very Good,D,SI1,63.4,59.0,5.07,5.02,3.2,3,5,2
7037,7037,0.59,Premium,G,VS2,61.1,57.0,5.43,5.4,3.31,1,3,3
7038,7038,1.01,Very Good,H,VS2,61.9,62.0,6.37,6.45,3.97,3,2,3
7039,7039,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,1,4,4
7040,7040,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,3,0,4
7041,7041,1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,1,6,2
7042,7042,2.11,Premium,J,SI2,60.7,60.0,8.2,8.27,5.0,1,0,0
7043,7043,0.28,Very Good,H,VVS1,61.5,58.0,4.17,4.22,2.58,3,2,6
7044,7044,0.42,Premium,G,VS1,62.5,59.0,4.72,4.79,2.97,1,3,4
7045,7045,1.54,Very Good,I,SI2,59.4,61.0,7.49,7.56,4.47,3,1,0
7046,7046,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1,3,0
7047,7047,0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,4,6,0
7048,7048,1.01,Fair,D,SI1,64.6,60.0,6.12,6.08,3.94,0,5,2
7049,7049,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,1,3,0
7050,7050,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,4,0,4
7051,7051,0.38,Premium,E,VS2,60.3,58.0,4.72,4.67,2.83,1,6,3
7052,7052,1.51,Ideal,I,SI1,62.8,54.0,7.31,7.27,4.58,4,1,2
7053,7053,0.36,Ideal,E,SI1,60.9,57.0,4.58,4.62,2.8,4,6,2
7054,7054,0.7,Very Good,F,SI1,63.3,59.0,5.57,5.62,3.54,3,4,2
7055,7055,0.42,Premium,G,VVS1,62.7,58.0,4.79,4.74,2.99,1,3,6
7056,7056,0.84,Very Good,E,SI2,62.1,58.0,6.02,6.09,3.76,3,6,0
7057,7057,0.34,Premium,H,VS1,61.4,59.0,4.5,4.53,2.77,1,2,4
7058,7058,0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,2,4,1
7059,7059,1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,2,2,4
7060,7060,0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,1,4,4
7061,7061,0.3,Ideal,G,VVS1,60.6,57.0,4.36,4.38,2.65,4,3,6
7062,7062,0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,4,3,6
7063,7063,1.06,Ideal,I,VS2,62.3,56.0,6.56,6.51,4.07,4,1,3
7064,7064,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,1,4,6
7065,7065,1.2,Fair,H,SI2,65.6,57.0,6.73,6.57,4.36,0,2,0
7066,7066,0.35,Ideal,H,VS1,61.8,57.0,4.53,4.56,2.81,4,2,4
7067,7067,0.32,Ideal,D,VS1,61.4,57.0,4.43,4.4,2.71,4,5,4
7068,7068,0.31,Premium,H,VS2,60.0,60.0,4.43,4.4,2.65,1,2,3
7069,7069,2.03,Good,I,SI1,62.7,61.0,8.04,7.93,5.01,2,1,2
7070,7070,0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,3,4,5
7071,7071,1.32,Very Good,I,SI2,60.9,59.0,7.02,7.19,4.33,3,1,0
7072,7072,0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,1,3,3
7073,7073,1.4,Very Good,I,VS1,61.6,59.0,7.17,7.22,4.43,3,1,4
7074,7074,1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25,3,3,5
7075,7075,1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,1,4,0
7076,7076,0.24,Very Good,E,VVS2,62.4,58.0,3.96,3.99,2.48,3,6,5
7077,7077,0.31,Premium,H,VVS1,61.8,58.0,4.34,4.3,2.67,1,2,6
7078,7078,0.4,Ideal,F,VS1,62.7,55.0,4.76,4.74,2.98,4,4,4
7079,7079,1.2,Good,E,VS2,61.8,61.0,6.69,6.71,4.14,2,6,3
7080,7080,0.71,Good,F,SI1,63.7,58.0,5.65,5.62,3.59,2,4,2
7081,7081,0.83,Premium,D,SI1,62.5,54.0,6.08,6.02,3.78,1,5,2
7082,7082,1.2,Ideal,G,VS2,59.9,61.0,6.85,6.88,4.11,4,3,3
7083,7083,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4,5,3
7084,7084,0.7,Very Good,F,VS2,62.4,57.0,5.67,5.71,3.55,3,4,3
7085,7085,0.42,Ideal,G,VS2,61.7,57.0,4.83,4.8,2.97,4,3,3
7086,7086,1.75,Very Good,E,SI1,60.3,61.0,7.74,7.82,4.69,3,6,2
7087,7087,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,1,0,5
7088,7088,1.0,Very Good,F,VS2,62.9,59.0,6.3,6.33,3.97,3,4,3
7089,7089,1.59,Ideal,G,VVS2,62.6,55.0,7.47,7.44,4.67,4,3,5
7090,7090,1.01,Very Good,J,SI1,58.9,59.0,6.56,6.62,3.88,3,0,2
7091,7091,0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,4,2,2
7092,7092,0.55,Ideal,D,VS2,61.4,57.0,5.27,5.31,3.25,4,5,3
7093,7093,0.41,Ideal,G,VS1,61.5,56.0,4.79,4.77,2.94,4,3,4
7094,7094,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,1,4,3
7095,7095,2.01,Premium,H,VS2,61.1,61.0,8.14,8.09,4.96,1,2,3
7096,7096,0.86,Ideal,G,VS1,62.2,57.0,6.05,6.1,3.78,4,3,4
7097,7097,0.5,Ideal,G,VVS1,61.8,54.0,5.13,5.16,3.18,4,3,6
7098,7098,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,1,3,4
7099,7099,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,4,1,2
7100,7100,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1,0,4
7101,7101,0.25,Premium,E,VVS2,62.0,59.0,4.05,4.08,2.52,1,6,5
7102,7102,0.5,Ideal,G,VVS2,62.2,56.0,5.08,5.11,3.17,4,3,5
7103,7103,0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,4,6,3
7104,7104,1.01,Good,D,SI1,63.8,58.0,6.38,6.34,4.06,2,5,2
7105,7105,1.23,Premium,F,VS1,61.3,60.0,6.9,6.94,4.24,1,4,4
7106,7106,0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,4,5,2
7107,7107,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,1,6,4
7108,7108,0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94,3,4,2
7109,7109,0.53,Ideal,F,SI1,61.8,56.0,5.19,5.23,3.22,4,4,2
7110,7110,0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,3,1,4
7111,7111,0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,3,3,0
7112,7112,1.22,Ideal,F,VVS2,62.7,54.0,6.79,6.84,4.27,4,4,5
7113,7113,0.7,Ideal,G,VVS2,63.0,55.0,5.65,5.69,3.57,4,3,5
7114,7114,0.34,Ideal,E,VVS1,61.9,56.0,4.51,4.47,2.78,4,6,6
7115,7115,1.23,Premium,F,SI2,61.7,57.0,6.89,6.86,4.24,1,4,0
7116,7116,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,4,6,2
7117,7117,1.2,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23,4,5,2
7118,7118,0.3,Very Good,G,VS1,60.3,62.0,4.3,4.33,2.6,3,3,4
7119,7119,1.52,Premium,H,VS1,60.6,58.0,7.46,7.39,4.5,1,2,4
7120,7120,1.0,Fair,I,I1,65.4,57.0,6.28,6.2,4.08,0,1,1
7121,7121,0.31,Premium,G,VVS1,62.5,57.0,4.4,4.3,2.72,1,3,6
7122,7122,0.72,Ideal,H,VS2,62.0,56.0,5.8,5.74,3.58,4,2,3
7123,7123,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1,3,3
7124,7124,0.33,Premium,H,SI1,63.0,58.0,4.42,4.4,2.78,1,2,2
7125,7125,0.71,Ideal,F,VS2,61.2,56.0,5.77,5.73,3.52,4,4,3
7126,7126,1.29,Good,I,I1,64.2,54.0,6.93,6.83,4.42,2,1,1
7127,7127,0.91,Good,F,SI1,63.9,55.0,6.1,6.17,3.92,2,4,2
7128,7128,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,1,4,4
7129,7129,0.9,Good,H,SI1,63.8,58.0,6.05,6.12,3.88,2,2,2
7130,7130,1.11,Good,F,SI1,62.1,61.0,6.58,6.62,4.1,2,4,2
7131,7131,0.42,Ideal,J,VS1,60.9,57.0,4.86,4.83,2.95,4,0,4
7132,7132,0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55,1,0,3
7133,7133,0.31,Ideal,E,VS1,61.2,55.0,4.42,4.4,2.7,4,6,4
7134,7134,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,1,5,0
7135,7135,0.63,Premium,E,VS1,61.8,60.0,5.51,5.49,3.4,1,6,4
7136,7136,0.37,Premium,G,VS1,61.4,58.0,4.58,4.61,2.82,1,3,4
7137,7137,1.2,Ideal,F,VS1,62.1,58.0,6.78,6.84,4.23,4,4,4
7138,7138,0.4,Ideal,E,VS1,62.2,55.0,4.72,4.76,2.95,4,6,4
7139,7139,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,0,5,2
7140,7140,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1,6,3
7141,7141,0.3,Premium,J,VS2,61.6,61.0,4.33,4.28,2.65,1,0,3
7142,7142,0.37,Good,G,SI2,63.4,57.0,4.55,4.57,2.89,2,3,0
7143,7143,1.62,Ideal,I,VS1,60.8,56.0,7.56,7.61,4.62,4,1,4
7144,7144,0.4,Ideal,D,VVS2,62.5,55.0,4.73,4.77,2.97,4,5,5
7145,7145,1.02,Very Good,H,SI1,59.9,58.0,6.57,6.66,3.96,3,2,2
7146,7146,0.81,Ideal,G,SI2,61.7,57.0,5.98,6.01,3.7,4,3,0
7147,7147,0.41,Premium,D,SI1,62.9,58.0,4.75,4.7,2.97,1,5,2
7148,7148,1.03,Ideal,H,I1,61.5,57.0,6.52,6.48,4.0,4,2,1
7149,7149,0.3,Very Good,E,SI1,62.9,57.0,4.25,4.3,2.69,3,6,2
7150,7150,1.08,Ideal,H,SI1,62.2,57.0,6.56,6.6,4.09,4,2,2
7151,7151,1.6,Premium,H,VS1,60.0,59.0,7.61,7.58,4.56,1,2,4
7152,7152,0.55,Premium,F,VS2,62.5,56.0,5.27,5.23,3.28,1,4,3
7153,7153,1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,1,6,0
7154,7154,0.35,Premium,F,VS2,61.9,58.0,4.48,4.54,2.79,1,4,3
7155,7155,1.5,Premium,E,SI1,61.3,59.0,7.39,7.25,4.49,1,6,2
7156,7156,1.02,Very Good,E,IF,58.1,59.0,6.71,6.75,3.91,3,6,7
7157,7157,1.02,Very Good,D,VS2,59.8,61.0,6.54,6.61,3.93,3,5,3
7158,7158,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,1,6,5
7159,7159,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,3,6,2
7160,7160,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,1,4,0
7161,7161,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,4,4,7
7162,7162,0.5,Good,E,VS2,64.9,59.0,4.89,4.94,3.19,2,6,3
7163,7163,0.7,Ideal,F,VVS1,62.2,57.0,5.7,5.74,3.56,4,4,6
7164,7164,1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,4,6,5
7165,7165,0.91,Premium,E,VS2,62.3,58.0,6.21,6.15,3.85,1,6,3
7166,7166,0.31,Premium,G,VS1,58.2,61.0,4.45,4.42,2.58,1,3,4
7167,7167,1.01,Very Good,F,VS2,60.6,55.0,6.5,6.56,3.96,3,4,3
7168,7168,1.33,Fair,F,SI2,64.5,58.0,6.97,6.86,4.46,0,4,0
7169,7169,0.5,Ideal,I,VS2,62.0,55.0,5.1,5.12,3.17,4,1,3
7170,7170,1.5,Ideal,G,VS2,63.0,56.0,7.32,7.26,4.59,4,3,3
7171,7171,1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,4,2,5
7172,7172,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1,4,2
7173,7173,1.07,Ideal,G,VS1,62.1,57.0,6.48,6.57,4.05,4,3,4
7174,7174,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,5,2
7175,7175,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,2,2,2
7176,7176,1.13,Premium,E,SI2,60.4,59.0,6.75,6.7,4.06,1,6,0
7177,7177,1.01,Premium,E,VS2,62.4,60.0,6.43,6.39,4.0,1,6,3
7178,7178,0.41,Good,D,SI2,63.1,54.0,4.72,4.75,2.99,2,5,0
7179,7179,1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,1,5,0
7180,7180,0.3,Very Good,G,VVS2,59.7,63.0,4.37,4.34,2.6,3,3,5
7181,7181,1.0,Premium,F,SI1,62.0,60.0,6.42,6.36,3.96,1,4,2
7182,7182,0.24,Very Good,H,VVS2,61.9,57.0,3.97,4.01,2.47,3,2,5
7183,7183,1.22,Premium,J,SI1,61.9,58.0,6.87,6.84,4.24,1,0,2
7184,7184,1.02,Ideal,F,SI2,62.1,56.0,6.44,6.41,3.99,4,4,0
7185,7185,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18,1,4,2
7186,7186,1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,4,2,0
7187,7187,1.54,Premium,G,SI2,62.4,57.0,7.39,7.36,4.6,1,3,0
7188,7188,0.31,Premium,D,VS1,59.7,58.0,4.4,4.45,2.64,1,5,4
7189,7189,1.19,Ideal,F,VS2,62.0,57.0,6.76,6.78,4.2,4,4,3
7190,7190,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,3,3,4
7191,7191,1.31,Premium,H,VS1,62.1,58.0,6.98,6.97,4.33,1,2,4
7192,7192,0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,3,3,2
7193,7193,1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,3,1,0
7194,7194,1.52,Premium,I,SI2,62.2,59.0,7.36,7.27,4.56,1,1,0
7195,7195,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,3,6,2
7196,7196,0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,4,6,3
7197,7197,0.35,Ideal,E,VS2,62.5,55.0,4.5,4.52,2.82,4,6,3
7198,7198,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,4,1,2
7199,7199,1.02,Ideal,H,SI1,61.6,56.0,6.51,6.55,4.02,4,2,2
7200,7200,2.43,Very Good,H,SI2,63.2,57.0,8.56,8.5,5.39,3,2,0
7201,7201,0.75,Ideal,D,VS2,61.7,55.0,5.85,5.82,3.6,4,5,3
7202,7202,1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,4,2,0
7203,7203,0.4,Ideal,F,SI2,62.5,53.0,4.71,4.76,2.96,4,4,0
7204,7204,1.61,Premium,J,IF,62.1,58.0,7.53,7.47,4.66,1,0,7
7205,7205,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,1,0,0
7206,7206,0.29,Ideal,E,VS1,61.2,56.0,4.27,4.29,2.61,4,6,4
7207,7207,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,2,2,3
7208,7208,1.17,Ideal,I,SI2,61.8,54.0,6.78,6.82,4.2,4,1,0
7209,7209,0.5,Ideal,E,VS1,61.9,56.0,5.09,5.12,3.16,4,6,4
7210,7210,0.53,Good,H,VS1,57.6,64.0,5.41,5.36,3.1,2,2,4
7211,7211,0.3,Ideal,F,IF,61.4,56.0,4.32,4.34,2.66,4,4,7
7212,7212,0.52,Very Good,F,VS1,61.7,56.0,5.14,5.17,3.18,3,4,4
7213,7213,1.06,Very Good,G,SI2,63.4,61.0,6.46,6.37,4.07,3,3,0
7214,7214,1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,2,6,1
7215,7215,0.31,Ideal,D,VS2,62.0,55.0,4.35,4.33,2.69,4,5,3
7216,7216,0.93,Very Good,E,SI2,63.0,58.0,6.16,6.18,3.89,3,6,0
7217,7217,0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2,3,4,4
7218,7218,0.4,Ideal,H,IF,60.9,58.0,4.75,4.78,2.9,4,2,7
7219,7219,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4,6,2
7220,7220,0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,3,6,3
7221,7221,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,2,3,3
7222,7222,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,3,4,3
7223,7223,0.72,Good,G,VS1,58.0,57.8,5.85,5.87,3.4,2,3,4
7224,7224,0.5,Ideal,E,VS1,62.0,58.0,5.09,5.14,3.17,4,6,4
7225,7225,0.25,Ideal,G,SI1,62.6,53.0,4.04,4.07,2.54,4,3,2
7226,7226,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,4,6,6
7227,7227,1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27,4,5,0
7228,7228,0.74,Premium,G,SI1,58.3,58.0,5.97,5.93,3.47,1,3,2
7229,7229,1.0,Fair,D,SI1,66.3,58.0,6.15,6.04,4.04,0,5,2
7230,7230,1.31,Premium,H,VS2,59.8,58.0,7.19,7.09,4.27,1,2,3
7231,7231,0.91,Very Good,E,SI2,62.8,59.0,6.13,6.16,3.86,3,6,0
7232,7232,1.2,Very Good,G,SI1,62.8,57.0,6.68,6.73,4.21,3,3,2
7233,7233,0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3,6,3
7234,7234,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,1,3,2
7235,7235,0.31,Ideal,H,VS1,62.4,55.0,4.33,4.36,2.71,4,2,4
7236,7236,1.54,Ideal,G,VS1,61.2,56.0,7.45,7.46,4.57,4,3,4
7237,7237,1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,1,2,2
7238,7238,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,4,3,3
7239,7239,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,4,4,5
7240,7240,0.54,Ideal,F,IF,62.2,54.0,5.24,5.27,3.27,4,4,7
7241,7241,1.5,Premium,G,SI2,61.7,55.0,7.39,7.32,4.54,1,3,0
7242,7242,0.72,Good,F,VS2,63.5,55.0,5.7,5.74,3.63,2,4,3
7243,7243,1.99,Good,J,VS2,62.9,61.0,7.91,8.06,4.99,2,0,3
7244,7244,0.38,Ideal,E,VS1,62.6,53.5,4.61,4.66,2.9,4,6,4
7245,7245,0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,4,3,7
7246,7246,0.31,Premium,H,VS1,62.4,58.0,4.32,4.36,2.71,1,2,4
7247,7247,0.69,Fair,G,VS1,57.8,66.0,5.9,5.84,3.39,0,3,4
7248,7248,0.71,Ideal,E,SI1,62.9,57.0,5.67,5.72,3.58,4,6,2
7249,7249,0.35,Ideal,G,IF,61.7,55.0,4.52,4.55,2.8,4,3,7
7250,7250,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,1,6,0
7251,7251,0.35,Very Good,H,VS1,60.0,57.0,4.57,4.6,2.75,3,2,4
7252,7252,0.31,Ideal,E,VVS2,61.8,58.0,4.3,4.34,2.67,4,6,5
7253,7253,1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,3,0,2
7254,7254,0.73,Ideal,E,SI2,60.9,57.0,5.8,5.83,3.54,4,6,0
7255,7255,2.01,Very Good,H,SI2,63.1,59.0,7.96,7.88,5.0,3,2,0
7256,7256,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,4,6,2
7257,7257,0.74,Good,G,VS2,64.2,53.0,5.72,5.69,3.66,2,3,3
7258,7258,0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,4,2,4
7259,7259,0.41,Ideal,G,SI1,62.1,55.0,4.78,4.81,2.98,4,3,2
7260,7260,0.3,Premium,I,VS1,63.0,53.0,4.31,4.26,2.7,1,1,4
7261,7261,0.5,Fair,G,VS1,66.5,58.0,4.99,4.9,3.29,0,3,4
7262,7262,0.42,Very Good,E,SI1,61.5,61.0,4.82,4.87,2.98,3,6,2
7263,7263,1.09,Ideal,H,VS2,62.9,58.0,6.56,6.51,4.11,4,2,3
7264,7264,0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,4,2,7
7265,7265,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,6,4
7266,7266,0.5,Good,G,VVS2,64.4,57.0,4.97,5.05,3.22,2,3,5
7267,7267,0.3,Premium,F,VVS2,61.5,58.0,4.29,4.31,2.64,1,4,5
7268,7268,1.09,Fair,H,SI1,64.4,60.0,6.49,6.42,4.16,0,2,2
7269,7269,0.35,Ideal,D,SI1,63.0,57.0,4.52,4.46,2.83,4,5,2
7270,7270,0.9,Good,E,VS2,63.7,58.0,6.06,6.09,3.87,2,6,3
7271,7271,0.7,Good,E,VS1,58.4,60.0,5.84,5.87,3.42,2,6,4
7272,7272,1.33,Premium,E,SI2,62.0,57.0,7.15,7.08,4.41,1,6,0
7273,7273,0.3,Ideal,D,VS2,60.9,57.0,4.32,4.35,2.64,4,5,3
7274,7274,0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,3,1,3
7275,7275,1.21,Very Good,G,SI1,62.2,60.0,6.71,6.73,4.18,3,3,2
7276,7276,0.34,Premium,E,VS2,58.8,59.0,4.59,4.56,2.69,1,6,3
7277,7277,0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,4,5,2
7278,7278,0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,4,4,4
7279,7279,0.37,Premium,F,VS2,61.9,58.0,4.6,4.54,2.83,1,4,3
7280,7280,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4,4,5
7281,7281,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,4,3,4
7282,7282,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,3,1,2
7283,7283,0.55,Ideal,H,VS2,62.5,54.0,5.24,5.29,3.29,4,2,3
7284,7284,0.82,Premium,I,SI1,62.6,57.0,5.98,5.94,3.73,1,1,2
7285,7285,0.71,Ideal,D,SI1,60.6,57.0,5.82,5.72,3.5,4,5,2
7286,7286,0.81,Ideal,J,VS2,62.1,56.0,5.94,5.97,3.7,4,0,3
7287,7287,0.26,Very Good,I,VVS2,62.7,55.0,4.09,4.12,2.57,3,1,5
7288,7288,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,1,1,0
7289,7289,0.7,Good,F,SI2,63.6,56.0,5.63,5.56,3.56,2,4,0
7290,7290,0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,3,4,0
7291,7291,0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45,1,4,2
7292,7292,0.51,Very Good,G,SI1,63.1,56.0,5.08,5.16,3.23,3,3,2
7293,7293,0.4,Ideal,E,SI2,61.2,55.0,4.77,4.74,2.91,4,6,0
7294,7294,0.36,Ideal,F,VS1,60.1,57.0,4.67,4.62,2.79,4,4,4
7295,7295,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1,3,2
7296,7296,1.16,Premium,I,SI1,61.5,57.0,6.79,6.73,4.16,1,1,2
7297,7297,1.51,Ideal,E,VS2,61.2,57.0,7.47,7.37,4.54,4,6,3
7298,7298,0.9,Fair,G,I1,66.0,58.0,5.96,5.88,3.91,0,3,1
7299,7299,2.06,Ideal,G,SI2,62.9,56.0,8.13,8.04,5.08,4,3,0
7300,7300,1.04,Premium,D,SI2,59.8,58.0,6.61,6.56,3.94,1,5,0
7301,7301,0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,1,3,3
7302,7302,1.34,Ideal,J,VS1,62.0,57.0,7.04,7.12,4.39,4,0,4
7303,7303,1.3,Very Good,G,VS1,62.5,58.0,6.9,6.95,4.33,3,3,4
7304,7304,0.7,Premium,G,SI1,61.4,60.0,5.69,5.74,3.51,1,3,2
7305,7305,0.9,Very Good,G,VS2,63.5,62.0,6.07,6.11,3.87,3,3,3
7306,7306,2.0,Premium,I,SI2,58.6,61.0,8.28,8.16,4.82,1,1,0
7307,7307,1.05,Very Good,I,VS2,63.2,59.0,6.47,6.44,4.08,3,1,3
7308,7308,0.77,Ideal,E,SI2,61.0,57.0,5.91,5.93,3.61,4,6,0
7309,7309,0.27,Ideal,F,VVS1,61.0,57.0,4.2,4.22,2.57,4,4,6
7310,7310,0.41,Premium,D,SI1,61.4,58.0,4.76,4.78,2.93,1,5,2
7311,7311,0.9,Premium,D,SI1,61.4,62.0,6.19,6.05,3.76,1,5,2
7312,7312,0.45,Ideal,G,SI1,61.6,54.0,4.96,4.98,3.06,4,3,2
7313,7313,1.5,Very Good,J,SI1,62.7,58.0,7.22,7.26,4.54,3,0,2
7314,7314,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,1,1,2
7315,7315,0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,4,6,3
7316,7316,0.41,Ideal,E,SI2,60.7,57.0,4.85,4.81,2.93,4,6,0
7317,7317,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,1,3,4
7318,7318,0.28,Very Good,E,VVS1,60.9,60.0,4.25,4.26,2.59,3,6,6
