,id,carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
18942,18942,1.12,59.8,58.0,6.79,8.581,1,3,2
18943,18943,1.7,63.0,60.0,7.59,8.942,1,0,0
18944,18944,0.51,61.9,61.0,5.12,6.985,1,0,3
18945,18945,0.32,61.0,56.0,4.4,6.172,4,2,2
18946,18946,0.3,61.9,56.0,4.32,6.227,1,0,4
18947,18947,0.52,61.8,55.0,5.17,7.52,4,6,4
18948,18948,0.32,62.3,56.0,4.37,6.736,4,6,5
18949,18949,0.56,59.8,56.0,5.35,7.431,3,2,4
18950,18950,0.34,62.0,57.0,4.46,6.39,4,6,2
18951,18951,1.2,62.2,58.0,6.83,9.308,1,4,5
18952,18952,1.5,60.2,58.0,7.41,9.527,1,3,4
18953,18953,1.0,62.1,59.0,6.29,8.988,1,3,6
18954,18954,0.7,62.6,56.0,5.66,7.69,4,1,2
18955,18955,0.77,61.0,60.0,5.9,7.952,3,2,4
18956,18956,0.3,61.9,56.0,4.29,6.687,4,4,6
18957,18957,1.4,63.0,56.0,7.13,9.102,4,2,3
18958,18958,0.35,60.9,57.0,4.59,6.564,4,1,4
18959,18959,1.5,63.8,58.0,7.2,9.05,2,5,0
18960,18960,1.01,61.2,59.0,6.43,8.225,1,0,0
18961,18961,0.81,62.2,56.0,5.97,8.104,3,4,2
18962,18962,0.32,61.2,56.2,4.41,6.544,4,4,4
18963,18963,0.74,62.1,56.0,5.83,7.837,1,2,3
18964,18964,1.02,61.4,60.0,6.42,8.235,1,5,1
18965,18965,0.4,61.8,55.0,4.78,7.121,4,6,5
18966,18966,0.9,61.7,56.0,6.18,8.451,3,4,3
18967,18967,1.54,60.8,61.0,7.48,9.102,1,1,2
18968,18968,1.06,61.0,56.0,6.62,8.108,4,3,0
18969,18969,1.52,62.3,56.0,7.29,9.576,3,4,3
18970,18970,1.31,61.5,56.0,7.06,9.058,4,2,4
18971,18971,0.32,61.0,56.6,4.4,6.155,4,2,2
18972,18972,0.91,63.4,54.0,6.07,8.363,2,3,4
18973,18973,0.7,61.9,58.0,5.6,8.322,3,6,6
18974,18974,0.31,60.5,63.0,4.33,6.192,3,2,3
18975,18975,0.53,62.6,58.0,5.14,7.428,3,5,3
18976,18976,1.01,64.2,60.0,6.35,8.728,2,5,3
18977,18977,0.36,62.3,53.0,4.59,6.084,4,0,2
18978,18978,1.04,62.0,57.0,6.5,8.773,4,3,3
18979,18979,0.42,59.5,61.0,4.85,6.351,3,3,0
18980,18980,1.25,61.8,58.0,6.89,8.636,3,0,4
18981,18981,1.81,56.2,62.0,8.14,9.031,0,0,2
18982,18982,0.46,62.2,58.0,4.99,7.172,1,6,3
18983,18983,1.21,61.5,56.0,6.87,9.03,4,4,3
18984,18984,0.98,62.5,60.0,6.31,7.632,1,1,1
18985,18985,0.38,61.3,60.0,4.62,6.551,1,1,4
18986,18986,0.58,59.0,62.0,5.46,7.228,3,6,0
18987,18987,1.01,62.5,62.0,6.41,8.178,1,0,0
18988,18988,1.15,63.7,56.0,6.63,8.447,3,2,0
18989,18989,0.43,62.6,56.0,4.79,6.671,4,3,2
18990,18990,0.39,61.7,59.4,4.65,6.564,3,3,2
18991,18991,0.3,62.4,55.0,4.28,6.196,4,2,3
18992,18992,0.51,61.6,55.0,5.15,7.593,4,6,3
18993,18993,1.03,57.6,58.0,6.67,8.373,0,1,4
18994,18994,1.55,62.5,60.0,7.33,9.09,1,1,2
18995,18995,0.7,57.1,62.0,5.89,7.845,0,3,4
18996,18996,0.32,61.5,55.0,4.4,6.472,4,3,2
18997,18997,2.01,62.7,57.0,8.03,9.78,3,6,2
18998,18998,1.01,63.5,56.0,6.32,8.392,3,2,4
18999,18999,1.02,61.1,56.0,6.45,8.432,4,6,2
19000,19000,1.56,62.5,56.0,7.38,9.078,4,0,4
19001,19001,1.2,64.1,57.0,6.68,8.456,2,2,0
19002,19002,1.0,57.6,61.0,6.67,7.986,2,2,1
19003,19003,1.27,59.8,57.0,7.08,8.895,4,2,2
19004,19004,0.24,58.7,59.0,4.04,6.314,3,4,6
19005,19005,0.7,62.1,58.0,5.71,7.838,1,2,5
19006,19006,0.97,62.1,60.0,6.24,8.299,2,2,2
19007,19007,2.8,63.8,58.0,8.9,9.841,2,3,0
19008,19008,0.6,61.4,55.0,5.43,7.437,4,5,2
19009,19009,0.44,61.1,56.0,4.92,6.947,4,6,2
19010,19010,1.22,61.1,56.0,6.91,9.295,4,3,6
19011,19011,0.7,60.9,57.0,5.72,7.513,4,0,0
19012,19012,1.66,61.7,58.0,7.52,9.459,3,6,2
19013,19013,0.71,61.6,60.0,5.79,7.775,1,4,2
19014,19014,1.1,62.2,59.0,6.61,8.692,1,3,4
19015,19015,0.9,62.1,59.0,6.15,8.355,1,3,3
19016,19016,0.86,55.1,69.0,6.45,7.922,0,6,0
19017,19017,1.01,61.7,58.0,6.4,8.16,1,0,0
19018,19018,1.04,61.6,61.0,6.47,7.962,1,1,1
19019,19019,0.29,62.8,56.0,4.23,6.498,4,5,5
19020,19020,0.7,62.6,57.0,5.63,7.772,4,5,0
19021,19021,0.3,60.9,63.0,4.26,6.557,3,4,4
19022,19022,1.02,63.9,56.0,6.33,8.936,2,6,4
19023,19023,0.7,61.4,59.0,5.73,7.958,1,6,3
19024,19024,0.7,62.2,59.0,5.64,7.418,3,1,3
19025,19025,0.4,61.7,59.0,4.73,6.89,1,5,3
19026,19026,0.6,60.4,60.0,5.44,7.548,1,5,2
19027,19027,0.7,60.1,57.0,5.79,7.748,3,1,3
19028,19028,0.42,61.3,57.0,4.82,7.107,4,4,5
19029,19029,1.7,62.6,57.0,7.6,9.633,3,3,3
19030,19030,1.27,61.0,58.0,6.96,9.23,1,3,5
19031,19031,0.32,62.3,60.0,4.36,6.133,1,2,2
19032,19032,0.33,62.7,55.0,4.44,6.659,4,5,2
19033,19033,1.03,64.3,58.0,6.31,8.399,2,5,2
19034,19034,1.65,62.0,59.0,7.61,9.058,1,1,0
19035,19035,0.31,63.4,55.0,4.32,6.299,2,6,3
19036,19036,0.4,61.9,55.0,4.76,6.979,4,2,7
19037,19037,0.41,62.5,57.0,4.75,7.074,4,5,5
19038,19038,0.34,60.1,58.0,4.55,6.958,1,5,5
19039,19039,1.34,61.6,57.0,7.14,9.08,4,2,4
19040,19040,0.31,61.1,57.0,4.35,6.299,4,2,4
19041,19041,0.43,61.6,55.0,4.85,6.925,4,2,6
19042,19042,1.01,62.4,56.0,6.44,8.824,4,3,4
19043,19043,0.31,62.7,54.0,4.33,6.561,4,2,6
19044,19044,0.3,62.4,54.0,4.31,6.687,4,4,6
19045,19045,0.3,61.0,59.0,4.3,6.004,4,1,0
19046,19046,1.01,65.1,57.0,6.27,8.405,2,5,0
19047,19047,0.35,61.5,59.0,4.52,6.196,1,6,0
19048,19048,0.23,59.4,61.0,4.01,6.225,3,6,5
19049,19049,0.25,61.8,56.0,4.07,6.389,4,4,4
19050,19050,1.08,61.3,57.0,6.62,8.48,3,4,2
19051,19051,0.33,60.9,56.0,4.46,6.589,4,2,4
19052,19052,1.01,61.5,58.0,6.44,9.09,4,3,7
19053,19053,0.47,60.5,57.0,5.04,7.643,4,5,4
19054,19054,1.01,62.0,58.0,6.45,9.07,1,4,5
19055,19055,0.5,59.8,58.0,5.12,7.546,3,5,4
19056,19056,1.0,62.9,59.0,6.47,8.748,1,4,3
19057,19057,1.12,61.8,56.0,6.67,9.106,4,4,4
19058,19058,0.54,59.5,61.0,5.31,7.212,1,6,2
19059,19059,2.01,62.1,57.0,8.07,9.838,4,3,2
19060,19060,1.22,62.3,57.0,6.8,9.057,3,4,3
19061,19061,1.1,62.3,56.0,6.63,8.762,4,3,3
19062,19062,0.31,61.9,56.0,4.32,6.632,4,4,5
19063,19063,0.73,60.7,61.0,5.79,8.074,1,4,4
19064,19064,0.52,61.7,56.0,5.18,7.56,4,5,3
19065,19065,0.57,61.6,57.0,5.35,7.412,4,2,3
19066,19066,0.29,61.5,56.0,4.25,6.512,4,3,6
19067,19067,0.54,61.1,60.0,5.23,7.401,1,3,4
19068,19068,2.17,59.9,61.0,8.39,9.579,1,2,2
19069,19069,1.44,58.2,58.0,7.39,8.31,1,0,0
19070,19070,1.23,62.5,59.0,6.8,8.596,1,1,2
19071,19071,0.41,61.2,57.0,4.79,6.653,4,0,6
19072,19072,2.09,60.8,59.0,8.28,9.638,1,1,2
19073,19073,0.32,61.5,56.0,4.41,6.631,4,5,3
19074,19074,0.46,58.5,61.0,5.1,7.067,1,6,3
19075,19075,1.13,61.6,58.0,6.76,8.952,1,3,4
19076,19076,1.55,62.6,57.0,7.35,9.56,4,4,3
19077,19077,1.63,62.0,54.0,7.67,9.133,1,1,2
19078,19078,0.61,61.5,54.0,5.48,7.743,4,4,3
19079,19079,0.7,61.9,56.0,5.68,7.622,3,3,2
19080,19080,1.41,62.1,59.0,7.1,9.337,1,3,4
19081,19081,0.23,62.2,58.0,3.94,6.273,3,5,5
19082,19082,0.34,61.6,55.0,4.48,6.532,4,5,3
19083,19083,0.32,61.7,55.0,4.4,6.834,4,4,7
19084,19084,0.3,63.5,54.0,4.25,6.528,2,3,5
19085,19085,0.43,60.9,59.0,4.88,7.268,1,3,7
19086,19086,1.21,62.1,60.0,6.81,8.748,2,0,7
19087,19087,0.93,61.9,55.0,6.26,8.414,4,6,2
19088,19088,0.37,60.2,60.0,4.63,6.688,1,5,4
19089,19089,1.35,62.2,56.0,7.02,8.714,3,2,0
19090,19090,0.34,59.6,61.0,4.5,6.439,3,5,2
19091,19091,0.71,59.9,56.0,5.86,7.902,4,6,2
19092,19092,1.12,61.4,57.0,6.66,9.155,4,4,5
19093,19093,0.39,62.1,53.7,4.67,7.081,4,3,7
19094,19094,0.7,61.2,57.0,5.69,8.24,4,5,3
19095,19095,1.05,60.4,56.0,6.61,8.906,4,4,4
19096,19096,1.05,62.1,55.0,6.54,9.294,4,4,5
19097,19097,1.17,63.6,61.0,6.66,8.5,2,1,2
19098,19098,2.0,58.8,65.0,8.03,9.662,2,1,4
19099,19099,0.56,62.0,56.0,5.3,7.437,4,3,3
19100,19100,0.32,60.5,56.0,4.44,6.719,4,3,4
19101,19101,0.76,62.0,54.7,5.83,8.208,4,3,6
19102,19102,0.7,61.1,57.0,5.73,7.505,4,2,0
19103,19103,1.27,61.5,57.0,6.93,8.602,4,0,3
19104,19104,0.5,63.3,57.0,5.1,7.382,3,6,3
19105,19105,0.72,62.3,59.0,5.77,7.785,1,3,3
19106,19106,0.59,62.0,55.0,5.36,7.867,4,4,5
19107,19107,0.49,60.9,57.0,5.11,6.919,1,6,0
19108,19108,0.3,61.4,56.0,4.33,6.855,4,6,5
19109,19109,2.41,61.1,60.0,8.66,9.637,1,0,4
19110,19110,0.33,61.8,56.0,4.46,6.611,4,2,4
19111,19111,0.9,58.3,60.0,6.32,8.277,1,1,5
19112,19112,1.55,60.7,59.0,7.5,8.994,1,0,3
19113,19113,1.33,62.7,58.0,6.96,9.18,1,3,4
19114,19114,0.71,60.3,58.0,5.78,7.816,1,6,2
19115,19115,0.31,60.8,56.0,4.38,6.438,4,4,3
19116,19116,0.3,61.8,56.0,4.31,6.188,4,3,2
19117,19117,1.05,61.4,58.0,6.58,8.323,1,2,0
19118,19118,1.09,61.0,64.0,6.63,8.35,2,4,2
19119,19119,0.32,61.5,56.0,4.42,6.579,4,1,5
19120,19120,0.42,61.5,54.0,4.87,6.507,3,2,2
19121,19121,1.01,61.9,57.0,6.42,8.408,3,4,0
19122,19122,1.04,61.4,57.0,6.56,8.534,1,3,2
19123,19123,1.01,62.5,58.0,6.39,8.453,3,4,0
19124,19124,0.9,62.6,60.0,6.09,8.206,3,6,0
19125,19125,1.51,61.6,56.0,7.34,9.585,4,3,4
19126,19126,1.58,61.1,59.0,7.44,9.252,1,1,4
19127,19127,2.1,63.7,61.0,8.1,9.403,2,2,2
19128,19128,0.75,59.2,59.0,5.93,8.089,3,6,2
19129,19129,0.3,61.1,56.0,4.35,6.261,4,3,4
19130,19130,0.31,61.8,56.0,4.38,6.229,4,1,4
19131,19131,0.7,60.9,61.0,5.66,7.942,3,4,3
19132,19132,0.33,60.3,59.0,4.47,6.766,3,2,7
19133,19133,0.5,62.3,56.0,5.05,7.516,4,3,5
19134,19134,1.1,61.5,59.0,6.63,9.082,4,4,4
19135,19135,1.05,58.3,57.0,6.72,7.976,1,1,0
19136,19136,0.71,63.5,55.0,5.66,7.938,3,3,4
19137,19137,0.7,59.5,61.0,5.78,7.416,1,4,0
19138,19138,0.23,61.8,63.0,3.88,5.878,2,6,3
19139,19139,1.57,62.2,60.0,7.43,8.764,1,1,0
19140,19140,0.76,60.8,57.0,5.89,7.856,1,6,0
19141,19141,2.1,62.6,56.0,8.2,9.627,1,3,0
19142,19142,0.5,62.6,52.0,5.06,7.25,4,2,3
19143,19143,0.27,61.6,55.0,4.17,6.174,4,1,5
19144,19144,0.42,61.3,56.0,4.81,6.865,4,6,3
19145,19145,1.05,61.5,55.0,6.53,8.39,4,0,2
19146,19146,0.72,60.9,56.0,5.87,7.55,4,2,0
19147,19147,0.56,62.7,57.0,5.28,7.521,4,5,3
19148,19148,0.77,62.2,56.0,5.83,7.931,4,2,2
19149,19149,0.32,60.6,58.0,4.47,6.474,1,2,3
19150,19150,1.01,61.6,55.0,6.5,8.243,4,0,0
19151,19151,1.02,62.8,56.0,6.39,8.707,3,5,2
19152,19152,0.3,61.5,55.0,4.35,6.625,4,4,4
19153,19153,0.71,62.8,56.0,5.69,7.969,3,4,4
19154,19154,1.01,62.6,58.0,6.37,8.71,1,4,4
19155,19155,0.31,60.7,57.0,4.41,7.039,4,4,6
19156,19156,0.54,61.6,58.0,5.25,7.473,1,3,4
19157,19157,0.44,62.2,58.0,4.83,6.831,1,4,3
19158,19158,0.4,62.3,56.0,4.74,6.965,4,5,4
19159,19159,1.2,63.2,60.0,6.65,8.551,3,5,0
19160,19160,1.11,61.2,56.0,6.65,8.833,4,3,3
19161,19161,0.7,60.4,63.0,5.73,8.041,2,5,4
19162,19162,0.3,62.7,54.0,4.3,6.639,4,3,6
19163,19163,1.5,62.7,57.0,7.21,9.023,4,1,2
19164,19164,0.73,62.1,55.0,5.75,7.945,4,4,2
19165,19165,0.7,61.7,57.0,5.76,8.071,4,5,2
19166,19166,0.23,63.8,57.0,3.93,5.878,2,4,3
19167,19167,0.34,61.9,57.0,4.47,6.922,4,3,7
19168,19168,0.31,58.2,58.0,4.46,6.457,2,4,3
19169,19169,1.01,63.4,55.0,6.39,8.339,3,1,2
19170,19170,0.9,63.7,56.0,6.07,8.421,2,3,4
19171,19171,1.24,62.1,58.0,6.88,8.517,1,1,0
19172,19172,1.52,64.9,56.0,7.28,8.896,0,1,5
19173,19173,0.46,66.0,58.0,4.9,6.89,0,4,3
19174,19174,0.37,60.5,60.0,4.65,6.775,4,4,5
19175,19175,0.31,61.5,56.0,4.34,6.438,4,4,3
19176,19176,1.09,61.6,55.0,6.6,8.524,4,6,0
19177,19177,0.31,60.9,60.0,4.36,5.894,1,0,2
19178,19178,0.31,61.1,57.0,4.38,6.14,4,2,2
19179,19179,0.33,62.5,59.0,4.39,6.524,3,5,3
19180,19180,0.54,62.0,55.0,5.24,7.488,1,5,2
19181,19181,1.01,58.5,60.0,6.6,8.515,1,4,2
19182,19182,1.2,61.0,60.0,6.81,8.8,4,5,0
19183,19183,0.9,62.8,55.0,6.19,8.04,4,1,0
19184,19184,1.04,59.7,56.0,6.6,8.208,4,1,2
19185,19185,0.41,62.2,58.0,4.74,6.868,1,2,5
19186,19186,0.31,63.4,55.0,4.26,6.229,2,6,2
19187,19187,1.31,60.9,56.0,7.17,9.353,4,3,5
19188,19188,1.51,64.2,58.5,7.16,9.284,2,2,3
19189,19189,0.95,59.0,59.0,6.38,8.112,3,2,0
19190,19190,1.01,62.1,56.0,6.36,8.647,4,5,2
19191,19191,0.5,61.6,55.0,5.11,7.244,4,3,3
19192,19192,0.51,61.3,56.0,5.19,7.249,4,4,2
19193,19193,0.9,63.2,56.0,6.16,8.333,3,4,2
19194,19194,1.21,61.3,57.0,6.9,9.091,1,4,4
19195,19195,0.7,63.0,61.0,5.69,6.947,1,4,1
19196,19196,0.9,62.5,55.0,6.21,8.113,4,3,0
19197,19197,0.24,61.6,57.0,4.02,5.914,3,4,2
19198,19198,0.74,61.5,56.0,5.79,8.181,4,3,4
19199,19199,0.55,62.4,56.0,5.22,7.069,4,4,0
19200,19200,1.13,61.6,57.0,6.67,8.917,4,1,6
19201,19201,2.01,60.6,60.0,8.11,9.342,3,0,0
19202,19202,1.09,60.1,59.0,6.74,8.577,1,1,3
19203,19203,0.9,58.9,59.0,6.22,8.555,3,5,4
19204,19204,2.0,65.5,58.0,7.82,9.387,0,3,2
19205,19205,1.2,62.2,58.0,6.78,8.656,1,2,2
19206,19206,1.01,63.2,54.0,6.41,9.259,3,6,6
19207,19207,0.52,63.3,55.0,5.1,7.199,3,3,2
19208,19208,1.2,62.4,56.6,6.74,8.887,4,2,3
19209,19209,0.23,62.6,57.0,3.88,6.047,4,6,3
19210,19210,0.53,61.4,55.4,5.19,7.256,4,2,3
19211,19211,0.78,63.3,56.0,5.84,8.178,3,4,4
19212,19212,0.56,61.0,56.0,5.33,7.659,4,4,5
19213,19213,0.7,60.5,58.0,5.77,7.929,1,6,2
19214,19214,0.3,62.9,57.0,4.26,6.405,3,4,3
19215,19215,1.0,61.6,55.0,6.51,8.508,4,3,2
19216,19216,0.93,62.2,55.0,6.24,8.383,4,6,2
19217,19217,1.21,61.5,56.0,6.83,9.023,4,3,3
19218,19218,1.01,61.6,59.0,6.44,8.353,1,2,0
19219,19219,1.27,62.9,54.0,6.88,8.979,4,2,3
19220,19220,0.56,63.3,56.0,5.26,7.199,3,4,2
19221,19221,1.19,61.9,56.0,6.84,8.63,4,6,0
19222,19222,0.31,62.8,54.0,4.32,6.54,4,5,3
19223,19223,0.34,60.7,57.0,4.51,6.881,4,3,7
19224,19224,0.54,61.1,56.0,5.23,7.422,4,5,3
19225,19225,0.4,61.8,55.0,4.74,6.649,4,5,2
19226,19226,0.35,61.5,56.0,4.54,6.659,4,5,2
19227,19227,1.0,57.6,58.0,6.59,8.138,2,0,3
19228,19228,0.31,62.3,54.0,4.36,6.446,4,2,5
19229,19229,1.55,61.7,57.0,7.47,9.166,4,5,2
19230,19230,0.33,62.0,55.0,4.44,6.78,4,4,6
19231,19231,0.53,62.3,56.7,5.19,7.527,3,6,3
19232,19232,0.32,62.8,56.0,4.35,6.628,4,5,2
19233,19233,0.37,61.4,59.0,4.55,6.37,1,1,4
19234,19234,1.0,63.0,59.0,6.45,8.694,1,3,3
19235,19235,2.28,63.7,55.0,8.28,9.562,2,0,2
19236,19236,0.33,60.1,58.0,4.51,6.958,1,6,6
19237,19237,1.01,62.6,57.0,6.28,8.896,3,6,4
19238,19238,0.32,62.7,54.0,4.35,6.378,4,5,2
19239,19239,0.57,59.5,57.0,5.39,7.47,3,4,3
19240,19240,0.7,60.6,60.0,5.67,8.171,3,4,6
19241,19241,0.35,61.9,54.0,4.53,6.828,4,6,3
19242,19242,1.16,61.5,55.0,6.75,9.132,4,3,4
19243,19243,0.47,63.3,60.0,4.98,6.99,3,4,2
19244,19244,0.34,62.7,58.0,4.4,6.103,1,1,2
19245,19245,1.51,63.7,55.0,7.28,9.747,2,5,4
19246,19246,1.5,60.9,59.0,7.37,9.213,3,2,3
19247,19247,0.46,62.3,56.0,4.93,6.815,4,1,4
19248,19248,1.02,59.1,60.0,6.59,8.303,1,2,2
19249,19249,0.27,60.6,57.0,4.19,6.471,3,6,2
19250,19250,0.42,61.7,55.0,4.79,7.077,4,5,5
19251,19251,1.25,61.6,57.0,6.91,8.568,4,3,0
19252,19252,0.38,61.3,55.8,4.65,6.724,4,3,4
19253,19253,0.61,61.6,54.0,5.45,7.715,4,3,5
19254,19254,1.2,61.5,57.0,6.79,9.383,4,6,5
19255,19255,1.01,62.3,55.0,6.37,8.545,4,4,2
19256,19256,1.31,59.2,59.0,7.12,9.347,4,3,5
19257,19257,0.23,61.0,57.0,3.97,6.091,2,4,3
19258,19258,1.8,61.8,57.0,7.79,9.703,4,4,2
19259,19259,0.4,62.2,56.0,4.75,6.957,4,1,7
19260,19260,0.73,59.4,60.0,5.84,7.902,3,4,2
19261,19261,0.33,62.3,54.0,4.48,6.75,4,3,4
19262,19262,0.77,59.5,60.0,6.01,7.986,1,5,2
19263,19263,0.41,62.2,54.5,4.75,6.513,4,0,4
19264,19264,1.25,63.6,57.0,6.86,8.539,2,0,2
19265,19265,1.14,60.0,55.0,6.85,8.666,1,3,2
19266,19266,0.39,59.8,61.0,4.72,6.599,3,3,3
19267,19267,0.45,61.5,61.0,4.9,6.592,3,4,0
19268,19268,0.31,60.4,57.0,4.37,6.599,4,6,4
19269,19269,2.03,62.7,55.0,8.07,9.784,3,3,0
19270,19270,1.25,61.9,58.0,6.91,8.995,1,3,3
19271,19271,0.36,62.1,54.0,4.56,6.084,4,1,0
19272,19272,1.26,63.4,55.0,6.92,8.699,3,4,0
19273,19273,1.51,62.9,59.0,7.25,8.845,3,0,2
19274,19274,0.7,64.1,59.0,5.58,7.788,2,4,0
19275,19275,0.71,63.5,59.0,5.67,7.667,3,3,3
19276,19276,1.2,62.1,56.0,6.83,8.782,4,2,2
19277,19277,1.73,62.6,55.0,7.66,9.81,3,3,5
19278,19278,1.03,62.3,58.0,6.5,8.209,1,5,0
19279,19279,0.55,57.1,63.0,5.39,7.538,3,3,5
19280,19280,1.4,61.3,59.0,7.19,8.942,3,1,2
19281,19281,1.1,60.5,59.0,6.65,8.343,3,1,0
19282,19282,0.4,63.2,57.0,4.65,6.667,2,5,3
19283,19283,0.61,63.9,54.0,5.38,7.687,3,6,2
19284,19284,0.51,60.7,57.0,5.18,7.51,4,5,4
19285,19285,1.21,61.5,56.0,6.83,8.809,4,1,4
19286,19286,1.36,61.7,59.0,7.2,8.912,1,6,0
19287,19287,0.76,61.8,56.0,5.85,7.933,4,1,5
19288,19288,0.53,60.4,57.0,5.27,7.382,4,3,3
19289,19289,2.42,62.4,58.0,8.58,9.693,1,0,0
19290,19290,0.71,61.1,57.0,5.73,7.874,1,6,2
19291,19291,0.32,63.1,55.0,4.33,6.225,2,2,3
19292,19292,0.42,62.0,57.0,4.82,6.991,4,2,4
19293,19293,0.56,60.3,58.0,5.35,7.133,4,2,2
19294,19294,0.34,61.7,55.0,4.48,6.503,4,2,5
19295,19295,0.82,62.9,59.0,5.89,7.88,3,4,0
19296,19296,0.38,60.0,60.0,4.71,6.97,4,2,7
19297,19297,0.56,61.7,55.0,5.29,7.74,4,3,7
19298,19298,1.5,60.8,59.0,7.34,9.122,1,6,0
19299,19299,1.38,61.2,59.0,7.19,8.462,0,3,0
19300,19300,0.74,61.7,55.0,5.83,7.9,3,4,2
19301,19301,0.31,61.9,58.0,4.32,6.561,3,2,6
19302,19302,0.29,61.3,55.0,4.25,6.512,4,3,7
19303,19303,0.32,61.7,57.0,4.36,6.631,4,5,3
19304,19304,0.41,61.9,54.0,4.77,6.837,3,3,5
19305,19305,0.41,62.8,58.0,4.74,6.758,1,3,2
19306,19306,0.42,62.7,58.0,4.75,6.532,1,3,2
19307,19307,0.31,63.4,59.0,4.26,6.561,2,3,5
19308,19308,1.0,59.9,59.0,6.48,8.503,1,5,0
19309,19309,1.0,61.8,57.0,6.43,8.482,4,6,0
19310,19310,1.12,61.1,59.0,6.66,8.383,1,1,2
19311,19311,1.34,58.2,60.0,7.26,9.045,1,6,3
19312,19312,1.27,60.7,58.0,7.04,8.922,1,2,3
19313,19313,0.7,62.3,59.0,5.7,7.915,1,6,3
19314,19314,0.7,62.3,57.0,5.65,7.694,3,4,2
19315,19315,1.14,63.3,56.0,6.6,8.528,2,1,4
19316,19316,0.35,62.0,55.0,4.52,6.628,4,2,6
19317,19317,0.5,61.3,58.0,5.03,7.373,3,3,4
19318,19318,2.12,62.7,56.0,8.16,9.745,4,1,3
19319,19319,1.54,59.9,62.0,7.51,9.192,1,5,0
19320,19320,0.31,62.0,56.0,4.35,6.941,4,5,5
19321,19321,1.1,61.9,55.0,6.59,8.926,4,3,4
19322,19322,0.7,61.5,55.0,5.73,8.09,4,4,4
19323,19323,0.59,61.8,58.0,5.35,7.452,3,4,3
19324,19324,0.28,61.4,60.0,4.16,6.114,3,6,4
19325,19325,0.56,62.6,60.0,5.3,6.86,1,4,1
19326,19326,0.71,61.8,55.0,5.71,8.149,3,4,6
19327,19327,0.92,60.9,63.0,6.27,8.222,2,1,4
19328,19328,0.31,59.5,59.0,4.39,5.966,1,2,0
19329,19329,0.41,63.9,55.0,4.71,6.718,2,1,5
19330,19330,1.32,61.7,56.0,7.11,8.62,4,1,2
19331,19331,1.0,63.3,56.0,6.38,8.274,3,3,0
19332,19332,0.45,61.8,57.0,4.92,7.072,4,2,6
19333,19333,0.54,61.8,54.0,5.24,6.871,4,1,0
19334,19334,0.53,63.8,58.0,5.12,7.145,2,4,2
19335,19335,0.61,58.1,63.0,5.62,7.026,3,0,0
19336,19336,0.31,62.0,58.0,4.3,6.347,1,5,2
19337,19337,1.02,61.5,57.0,6.49,8.447,4,1,3
19338,19338,0.72,61.9,54.0,5.76,7.53,4,0,2
19339,19339,0.5,62.2,55.0,5.09,7.541,4,3,6
19340,19340,1.23,59.3,59.0,7.13,8.732,1,1,3
19341,19341,0.32,61.2,57.0,4.4,6.667,4,4,5
19342,19342,0.41,62.6,57.0,4.76,6.76,4,4,3
19343,19343,1.5,62.0,63.0,7.24,8.917,3,2,2
19344,19344,1.01,62.7,56.0,6.4,8.568,4,2,3
19345,19345,0.3,62.0,57.0,4.32,6.778,4,3,5
19346,19346,1.21,62.0,56.0,6.83,8.702,4,3,0
19347,19347,0.7,61.6,55.0,5.75,7.963,4,4,4
19348,19348,1.1,62.0,55.0,6.6,8.42,4,2,0
19349,19349,1.17,60.0,64.0,6.91,8.431,2,1,2
19350,19350,0.66,60.9,55.0,5.63,7.484,4,2,2
19351,19351,0.97,64.3,58.0,6.25,8.048,2,0,3
19352,19352,0.51,61.8,65.0,5.07,7.028,2,2,3
19353,19353,0.33,61.2,56.0,4.48,6.864,4,4,7
19354,19354,0.43,60.3,58.0,4.87,7.096,1,3,6
19355,19355,0.54,61.3,56.0,5.22,7.26,4,6,2
19356,19356,0.31,61.4,56.0,4.38,6.69,4,6,4
19357,19357,0.31,61.7,58.0,4.34,6.548,1,3,3
19358,19358,0.32,61.9,59.0,4.39,6.762,1,1,7
19359,19359,0.3,61.9,61.0,4.32,6.738,1,6,3
19360,19360,0.43,60.1,58.0,4.89,6.721,1,5,2
19361,19361,0.51,62.5,55.0,5.13,7.515,4,4,4
19362,19362,0.3,62.8,57.0,4.29,6.654,4,3,4
19363,19363,0.36,62.3,57.0,4.58,6.474,4,2,2
19364,19364,0.54,61.2,57.0,5.26,7.736,4,3,7
19365,19365,1.51,63.1,59.0,7.28,9.387,3,2,5
19366,19366,0.31,63.2,58.0,4.32,6.81,3,3,5
19367,19367,0.26,62.5,55.0,4.07,6.335,4,6,5
19368,19368,0.3,63.2,55.0,4.29,6.184,3,2,0
19369,19369,0.27,61.0,56.0,4.21,6.339,3,3,6
19370,19370,0.32,60.6,56.0,4.42,6.184,4,1,3
19371,19371,2.03,60.9,60.0,8.21,9.399,1,0,0
19372,19372,1.53,61.7,58.0,7.43,8.953,3,0,2
19373,19373,1.01,61.7,55.0,6.44,9.292,4,6,5
19374,19374,0.54,61.6,61.0,5.23,7.401,1,6,2
19375,19375,0.26,62.5,56.0,4.1,6.395,4,4,5
19376,19376,1.01,60.0,58.0,6.54,8.492,3,2,2
19377,19377,1.52,61.2,58.0,7.43,8.172,1,1,1
