id,carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
18151,0.52,62.7,58.0,5.13,7.13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18152,0.53,60.1,54.0,5.31,7.382,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18153,0.71,59.0,61.0,5.88,7.835,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18154,1.0,63.1,56.0,6.27,8.598,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18155,0.41,63.3,57.0,4.72,6.876,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18156,1.01,63.0,58.0,6.35,8.417,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18157,1.52,61.6,58.0,7.41,9.308,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18158,1.17,60.2,58.0,6.88,9.019,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18159,0.31,60.9,61.0,4.32,6.586,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18160,0.7975755778024965,62.3,57.0,8.41,9.419,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18161,0.54,61.4,58.0,5.28,8.052,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18162,1.06,59.8,61.0,6.63,8.408,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18163,1.14,62.7,58.0,6.68,8.599,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18164,0.7975755778024965,61.74637745643308,57.0,7.79,9.663,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18165,0.38,61.8,54.2,4.66,6.978,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18166,1.0,64.2,60.0,6.18,8.762,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18167,1.2,61.7,56.0,6.84,8.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18168,0.33,61.0,58.0,4.48,6.872,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18169,0.3,62.0,53.0,4.31,6.512,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18170,0.7,60.5,57.0,5.81,7.843,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18171,1.08,60.6,58.0,6.58,8.498,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18172,1.16,59.6,59.0,6.85,8.402,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18173,1.2,61.8,55.0,6.93,8.648,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18174,1.54,64.6,56.0,7.3,8.952,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18175,0.24,63.1,55.0,3.96,6.184,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18176,0.43,62.6,58.0,4.77,6.675,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18177,0.7975755778024965,62.2,60.0,8.05,9.766,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18178,0.52,60.7,56.0,5.2,7.363,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18179,0.3,63.2,57.0,4.3,6.515,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18180,0.3,62.5,54.0,4.29,6.159,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18181,0.3,63.4,56.0,4.25,6.515,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18182,0.51,60.8,56.0,5.18,7.253,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18183,1.51,62.1,57.0,7.38,9.072,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18184,0.46,60.5,58.0,4.97,7.22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18185,0.26,63.3,58.0,4.08,6.397,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18186,0.41,61.9,54.0,4.81,6.501,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18187,0.63,63.1,58.0,5.42,7.676,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18188,1.02,62.6,58.0,6.36,8.748,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18189,1.04,61.7,57.0,6.49,8.403,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18190,0.41,60.6,59.0,4.77,6.984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18191,0.34,61.3,56.0,4.52,6.743,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18192,0.7975755778024965,62.3,60.0,8.12,9.671,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18193,1.51,62.3,59.0,7.29,9.555,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18194,0.41,61.4,57.0,4.76,7.079,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18195,0.26,59.9,58.0,4.17,6.392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18196,0.31,61.3,56.0,4.37,6.771,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18197,1.5,62.0,57.0,7.25,9.366,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18198,0.72,61.6,55.0,5.76,8.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18199,1.09,62.7,60.0,6.57,8.206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18200,0.7975755778024965,63.0,62.0,8.62,9.776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18201,1.02,62.7,57.0,6.45,8.146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18202,1.03,59.8,56.0,6.64,8.169,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18203,0.71,61.1,62.0,5.76,7.748,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18204,0.38,60.6,58.0,4.64,6.725,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18205,1.0,61.74637745643308,55.0,6.35,8.248,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18206,0.32,62.3,54.0,4.38,6.593,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18207,1.01,63.3,60.0,6.32,8.854,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18208,0.9,63.6,57.0,6.09,8.202,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18209,0.92,61.3,57.0,6.22,8.558,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18210,0.32,61.4,54.0,4.45,6.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18211,1.5,63.9,59.0,7.25,9.008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18212,0.7,61.6,57.0,5.69,8.233,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18213,1.04,62.0,55.0,6.51,8.495,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18214,1.54,60.2,59.0,7.52,9.17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18215,0.5,61.6,58.0,5.07,7.487,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18216,1.11,62.0,56.0,6.65,8.937,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18217,0.3,61.9,55.0,4.34,6.778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18218,1.2,61.74637745643308,59.0,6.61,8.01,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18219,1.03,61.5,56.0,6.47,8.975,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18220,0.51,63.7,55.0,5.1,7.138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18221,1.2,63.0,58.0,6.75,9.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18222,0.45,63.8,58.0,4.85,7.345,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18223,0.4,62.1,54.0,4.75,6.518,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18224,0.32,61.0,56.0,4.41,6.326,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18225,1.57,62.2,58.0,7.43,8.956,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18226,1.04,61.9,54.0,6.53,8.826,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18227,0.3,62.1,56.0,4.29,6.512,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18228,0.31,62.6,60.0,4.32,6.548,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18229,2.0,62.0,57.0,8.03,9.782,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18230,0.83,62.2,57.0,6.0,7.962,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18231,1.51,59.6,60.0,7.58,8.93,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18232,0.38,62.7,58.0,4.6,6.551,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18233,0.5,61.8,53.0,5.13,7.733,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18234,0.59,61.6,57.0,5.44,7.515,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18235,0.7,64.3,57.0,5.63,7.669,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18236,0.24,62.0,57.0,3.99,6.519,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18237,1.01,61.8,57.0,6.4,8.779,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18238,1.13,60.6,58.0,6.81,8.68,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18239,0.26,62.2,55.0,4.09,6.301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18240,0.4,61.0,56.0,4.79,6.744,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18241,0.31,61.8,59.0,4.37,6.771,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18242,0.26,59.5,58.0,4.18,6.114,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18243,0.42,60.1,58.0,4.83,6.844,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18244,1.01,61.3,54.0,6.47,8.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18245,1.51,62.1,58.0,7.32,9.285,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18246,0.4,62.2,55.0,4.73,6.503,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18247,0.53,62.3,56.0,5.14,7.527,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18248,1.04,62.5,59.0,6.46,9.263,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18249,0.7,61.74637745643308,60.0,5.83,8.033,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18250,0.32,61.8,58.0,4.39,6.887,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18251,0.7975755778024965,63.3,57.0,8.2,9.532,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18252,0.3,63.1,58.0,4.3,6.207,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18253,1.11,62.6,58.0,6.63,8.662,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18254,0.7975755778024965,64.1,62.0,7.94,9.517,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18255,0.7975755778024965,62.3,59.0,8.15,9.69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18256,0.3,62.2,55.0,4.3,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18257,1.02,60.7,60.0,6.51,8.488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18258,1.03,60.6,58.0,6.48,8.778,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18259,1.01,61.0,59.0,6.47,8.657,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18260,0.23,60.8,59.0,3.97,6.157,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18261,1.22,61.3,56.0,6.85,9.059,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18262,0.9,61.1,58.0,6.18,8.103,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18263,0.3,63.0,55.0,4.29,6.265,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18264,1.24,59.2,55.0,7.05,8.602,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18265,0.31,62.2,53.0,4.37,6.332,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18266,0.7975755778024965,62.5,58.0,8.47,9.593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18267,0.41,62.3,53.0,4.77,7.166,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18268,0.78,64.6,56.0,5.86,7.766,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18269,1.56,59.9,59.0,7.47,9.026,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18270,0.37,61.5,56.0,4.6,6.962,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18271,1.0,61.74637745643308,58.0,6.26,8.431,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18272,1.0,61.2,58.0,6.39,8.525,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18273,0.92,62.6,56.0,6.2,8.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18274,0.5,61.5,56.0,5.11,7.394,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18275,1.02,63.5,58.0,6.39,8.453,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18276,0.5,63.3,56.0,5.05,6.982,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18277,0.75,61.8,56.0,5.84,8.113,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18278,0.52,60.3,56.0,5.24,7.425,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18279,0.54,61.6,57.0,5.22,7.767,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18280,0.31,63.2,56.0,4.31,6.497,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18281,0.91,63.1,59.0,6.16,8.257,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18282,0.55,60.7,57.0,5.3,7.255,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18283,1.35,62.3,58.0,7.1,9.053,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18284,0.41,61.2,55.0,4.79,7.218,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18285,0.54,60.7,56.5,5.24,7.255,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18286,1.64,62.1,55.0,7.57,9.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18287,0.3,60.8,56.0,4.37,6.786,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18288,1.5,60.5,57.0,7.4,9.263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18289,0.71,61.3,63.0,5.66,7.561,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18290,0.3,63.0,55.0,4.28,6.261,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18291,0.69,60.8,59.0,5.77,7.53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18292,0.41,61.7,57.0,4.81,6.868,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18293,1.21,61.5,58.0,6.85,8.559,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18294,1.0,61.7,58.0,6.37,9.222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18295,0.32,62.0,57.0,4.4,6.628,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18296,1.28,63.4,59.0,6.89,8.511,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18297,1.03,62.4,57.0,6.43,8.062,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18298,1.16,61.9,55.0,6.75,9.188,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18299,0.5,62.0,56.0,5.1,7.395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18300,0.4,62.5,59.0,4.71,6.851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18301,0.44,63.6,58.0,4.8,6.726,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18302,0.33,61.1,59.0,4.42,6.198,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18303,1.01,63.2,61.0,6.33,8.766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18304,1.56,60.4,59.0,7.5,9.273,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18305,0.7,61.2,56.0,5.72,8.294,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18306,0.7975755778024965,60.2,61.0,8.32,9.666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18307,0.7,63.7,58.0,5.6,7.769,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18308,0.3,61.8,56.0,4.31,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18309,0.72,62.5,57.0,5.73,8.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18310,0.32,61.3,57.0,4.4,6.834,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18311,0.51,61.1,56.0,5.17,7.419,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18312,1.55,59.2,59.0,7.51,9.279,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18313,0.3,61.8,55.0,4.34,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18314,0.31,61.3,58.0,4.37,6.094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18315,0.71,61.6,60.0,5.7,7.748,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18316,0.9,62.6,63.0,6.1,8.408,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18317,0.7,63.5,54.0,5.62,7.969,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18318,1.51,62.0,59.0,7.37,9.543,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18319,0.3,61.9,57.0,4.35,6.564,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18320,0.5,63.3,59.0,5.03,7.08,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18321,0.36,62.5,58.0,4.55,6.628,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18322,0.41,60.9,57.0,4.74,6.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18323,0.41,62.7,59.0,4.75,7.078,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18324,0.7,62.5,55.0,5.65,8.024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18325,0.5,62.5,54.0,5.09,7.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18326,1.51,62.8,58.0,7.21,9.233,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18327,0.58,62.1,58.0,5.35,7.535,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18328,0.5,62.2,54.0,5.14,6.998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18329,1.2,62.0,59.0,6.77,8.456,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18330,0.39,60.0,57.0,4.76,6.557,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18331,1.19,62.6,58.0,6.82,8.411,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18332,0.31,62.1,55.0,4.32,6.192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18333,0.55,61.0,59.0,5.26,7.47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18334,0.31,60.8,56.0,4.38,6.078,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18335,1.01,63.2,59.0,6.27,8.873,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18336,1.09,62.1,56.0,6.59,8.431,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18337,0.7,61.74637745643308,57.45169447534297,5.93,7.777,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18338,0.5,62.8,58.0,5.07,7.52,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18339,1.14,61.4,56.0,6.77,8.639,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18340,1.5,63.1,59.0,7.22,9.224,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18341,0.31,62.1,54.0,4.37,6.792,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18342,0.52,61.8,55.0,5.16,7.508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18343,0.71,58.8,58.0,5.89,8.282,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18344,0.31,59.2,60.0,4.47,6.548,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18345,0.71,61.2,56.0,5.74,8.054,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18346,0.61,61.7,56.0,5.46,7.708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18347,0.9,62.2,58.0,6.18,8.183,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18348,0.36,62.8,55.0,4.55,6.926,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18349,0.9,62.4,57.45169447534297,6.12,8.041,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18350,0.62,61.7,54.0,5.53,7.628,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18351,1.0,61.0,60.0,6.38,8.666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18352,0.9,61.74637745643308,56.0,6.1,8.054,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18353,0.31,62.2,55.0,4.37,6.443,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18354,1.52,62.5,58.0,7.28,9.225,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18355,1.19,61.74637745643308,58.0,6.64,8.556,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18356,1.35,62.2,57.0,7.09,9.234,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18357,0.4,62.8,57.0,4.65,7.195,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18358,1.43,61.6,54.0,7.25,9.223,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18359,0.77,61.3,60.0,5.88,7.925,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18360,0.7975755778024965,61.4,60.0,8.37,9.607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18361,0.7,61.74637745643308,60.0,5.83,7.864,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18362,1.22,61.9,60.0,6.88,8.849,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18363,0.3,63.9,56.0,4.27,6.159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18364,0.52,63.1,58.0,5.13,7.363,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18365,0.26,62.5,56.0,4.09,6.488,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18366,1.21,61.8,55.0,6.82,8.814,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18367,1.07,60.5,62.0,6.69,8.507,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18368,0.75,63.3,57.0,5.82,7.777,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
